task_name ,instance_num,job_name,task_type,status,start_time,end_time,plan_cpu,plan_mem
M1,1.0,j_1,1,Terminated,419912,419912,100.0,0.2
R2_1,1.0,j_2,1,Terminated,87076,87086,50.0,0.2
M1,1.0,j_2,1,Terminated,87076,87083,50.0,0.2
R6_3,371.0,j_3,1,Terminated,157297,157325,100.0,0.49
J4_2_3,1111.0,j_3,1,Terminated,157329,157376,100.0,0.59
R2_1,1.0,j_3,1,Terminated,157322,157328,100.0,0.39
J8_3_7,1111.0,j_3,1,Terminated,157331,157376,100.0,0.59
M3,12846.0,j_3,1,Terminated,157213,157295,100.0,0.3
R9_8,1.0,j_3,1,Terminated,157376,157381,100.0,0.39
R1_3,371.0,j_3,1,Terminated,157297,157322,100.0,0.49
R5_4,1.0,j_3,1,Terminated,157376,157381,100.0,0.39
R7_6,1.0,j_3,1,Terminated,157326,157330,100.0,0.39
M1,1.0,j_7,1,Terminated,299703,299707,100.0,0.3
R2_1,1.0,j_7,1,Terminated,299707,299710,100.0,0.39
R5_4,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
M6,1138.0,j_8,1,Terminated,316284,316297,50.0,0.2
R16_15,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
R10_9,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
M1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R15_14,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
M8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
M11,116.0,j_8,1,Terminated,316284,316302,50.0,0.2
J13_2_5_7_12,3.0,j_8,1,Terminated,316284,316310,50.0,0.2
J12_10_11,1.0,j_8,1,Terminated,316284,316302,50.0,0.2
R2_1,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R7_6,5.0,j_8,1,Terminated,316284,316305,50.0,0.3
R4_3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
R14_13,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
R9_8,1.0,j_8,1,Terminated,316284,316294,50.0,0.2
R17_16,1.0,j_8,1,Terminated,316284,316310,50.0,0.2
M3,1.0,j_8,1,Terminated,316284,316295,50.0,0.2
M4_3,1.0,j_15,1,Terminated,119444,119493,100.0,0.3
M1,1.0,j_15,1,Terminated,119444,119471,100.0,0.3
R3_2,1.0,j_15,1,Terminated,119444,119471,100.0,0.39
R5_4,1.0,j_15,1,Terminated,119444,119493,100.0,0.39
R2_1,1.0,j_15,1,Terminated,119444,119471,100.0,0.49
M1,1.0,j_16,1,Terminated,209345,209349,50.0,0.39
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_17,10,Terminated,580371,580515,75.0,0.1
M1,2.0,j_25,1,Terminated,222975,222978,100.0,0.3
R2_1,1.0,j_25,1,Terminated,222975,222978,100.0,0.49
R3_2,1.0,j_25,1,Terminated,222975,222978,100.0,0.39
M1,1.0,j_30,1,Terminated,97678,97679,100.0,0.2
R3_2,1.0,j_31,1,Terminated,188349,188357,50.0,0.2
M1,1.0,j_31,1,Terminated,188349,188354,50.0,0.2
R2_1,1.0,j_31,1,Terminated,188349,188355,50.0,0.2
M1,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
M3,100.0,j_34,1,Terminated,669954,669965,100.0,0.3
R7_6,1.0,j_34,1,Terminated,669954,669956,100.0,0.39
M8_5_7,141.0,j_34,1,Terminated,669954,669976,100.0,0.3
J9_2_3_8,243.0,j_34,1,Terminated,669954,669988,100.0,0.59
R10_9,243.0,j_34,1,Terminated,669954,670005,100.0,0.39
M6,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
R2_1,1.0,j_34,1,Terminated,669954,669962,100.0,0.39
R5_4,1.0,j_34,1,Terminated,669954,669956,100.0,0.39
M4,1.0,j_34,1,Terminated,669954,669955,100.0,0.3
M1,1.0,j_35,1,Terminated,420324,420328,50.0,0.3
M1,1.0,j_37,1,Terminated,416079,416079,100.0,0.2
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_39,6,Terminated,675912,675918,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_39,6,Terminated,675912,675920,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_39,6,Terminated,675912,675915,10.0,0.05
J6_2_5,3.0,j_49,1,Terminated,231440,231727,100.0,0.59
M3,1.0,j_49,1,Terminated,231440,231440,100.0,0.3
M5_4,1.0,j_49,1,Terminated,231440,231492,100.0,0.3
R7_6,3.0,j_49,1,Terminated,231440,231727,100.0,0.39
R2_1,1.0,j_49,1,Terminated,231440,231441,100.0,0.39
M1,1.0,j_49,1,Terminated,231440,231441,100.0,0.3
R4_3,1.0,j_49,1,Terminated,231440,231440,100.0,0.39
R2_1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2
M1,1.0,j_52,1,Terminated,545783,545784,50.0,0.2
M1,1.0,j_53,1,Terminated,546934,546950,50.0,0.2
M1,1.0,j_60,1,Terminated,274091,274102,100.0,0.2
M1,1.0,j_65,1,Terminated,416794,416794,100.0,0.2
M2,1.0,j_66,1,Terminated,178509,178513,50.0,0.3
J3_1_2,1.0,j_66,1,Terminated,178509,178533,50.0,0.3
M1,4.0,j_66,1,Terminated,178509,178522,50.0,0.39
M1,1.0,j_67,1,Terminated,618233,618234,100.0,0.2
M1,1.0,j_73,1,Terminated,363607,363608,100.0,0.3
R3_2,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R2_1,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R4_3,1.0,j_73,1,Terminated,363607,363608,100.0,0.49
R5_4,1.0,j_73,1,Terminated,363607,363608,100.0,0.39
R3_2,1.0,j_76,1,Terminated,633313,633318,100.0,0.49
R4_3,1.0,j_76,1,Terminated,633313,633318,100.0,0.39
M1,11.0,j_76,1,Terminated,633313,633318,100.0,0.3
R2_1,5.0,j_76,1,Terminated,633313,633318,100.0,0.49
R2_1,1.0,j_78,1,Terminated,175026,175026,100.0,0.39
M1,1.0,j_78,1,Terminated,175026,175026,100.0,0.3
J7_5_6,3.0,j_79,1,Terminated,349657,349662,100.0,0.59
M4_1_2_3,3.0,j_79,1,Terminated,349657,349662,100.0,0.3
M5,1.0,j_79,1,Terminated,349657,349658,100.0,0.3
R2_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39
M6,1.0,j_79,1,Terminated,349657,349660,100.0,0.3
R1_5,1.0,j_79,1,Terminated,349657,349658,100.0,0.39
R8_4_7,7.0,j_79,1,Terminated,349657,349663,100.0,0.39
R3_5,1.0,j_79,1,Terminated,349657,349659,100.0,0.39
R2_1,1.0,j_81,1,Terminated,443709,443732,50.0,0.2
M1,1.0,j_81,1,Terminated,443709,443729,50.0,0.2
R2_1,1.0,j_82,1,Terminated,609606,609624,50.0,0.2
M3,108.0,j_82,1,Terminated,609606,609661,50.0,0.59
J4_2_3,61.0,j_82,1,Terminated,609606,609715,50.0,0.39
M1,1.0,j_82,1,Terminated,609606,609616,50.0,0.39
R4_3,3.0,j_87,1,Terminated,444270,444277,100.0,0.39
M3_2,3.0,j_87,1,Terminated,444270,444277,100.0,0.3
M1,1.0,j_87,1,Terminated,444270,444271,100.0,0.3
R2_1,1.0,j_87,1,Terminated,444270,444272,100.0,0.39
task_LTI0MjU2NDM0NTE3NDI0MzkwNjE=,1.0,j_88,3,Terminated,248934,249248,100.0,0.39
task_MzQwMDQzNjY0MzkwNzU2ODYyMg==,1.0,j_88,3,Terminated,248934,248938,100.0,0.39
R2_1,1.0,j_89,1,Terminated,212262,212262,100.0,0.49
R3_2,1.0,j_89,1,Terminated,212262,212286,100.0,0.39
M1,1.0,j_89,1,Terminated,212262,212262,100.0,0.3
R9_8,11.0,j_90,1,Terminated,645686,645718,100.0,0.39
M2,1.0,j_90,1,Terminated,645686,645687,100.0,0.3
R6_5,1.0,j_90,1,Terminated,645686,645692,100.0,0.74
M4,1.0,j_90,1,Terminated,645686,645687,100.0,0.3
M5,1.0,j_90,1,Terminated,645686,645688,100.0,0.3
R7_6,1.0,j_90,1,Terminated,645686,645693,100.0,0.49
R3_2,1.0,j_90,1,Terminated,645686,645688,100.0,0.49
M1,8.0,j_90,1,Terminated,645686,645702,100.0,0.3
J8_1_3_4_7,11.0,j_90,1,Terminated,645686,645718,100.0,0.59
M1,4.0,j_92,1,Terminated,100502,100510,50.0,0.39
MergeTask,1.0,j_94,1,Terminated,360144,360147,100.0,0.1
R7_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49
J4_3_9,3.0,j_95,1,Terminated,412627,412640,100.0,0.59
R15_14,1.0,j_95,1,Terminated,412627,412640,100.0,0.39
M2,1.0,j_95,1,Terminated,412627,412636,100.0,0.3
R1_2,1.0,j_95,1,Terminated,412627,412636,100.0,0.49
J5_4_12,15.0,j_95,1,Terminated,412627,412640,100.0,0.59
M12_8_11,3.0,j_95,1,Terminated,412627,412630,100.0,0.3
R10_9,1.0,j_95,1,Terminated,412627,412629,100.0,0.49
R11_10,1.0,j_95,1,Terminated,412627,412629,100.0,0.39
R3_2,1.0,j_95,1,Terminated,412627,412640,100.0,0.49
J14_1_6_13,19.0,j_95,1,Terminated,412627,412640,100.0,0.59
R13_12,3.0,j_95,1,Terminated,412627,412630,100.0,0.49
M9,1.0,j_95,1,Terminated,412627,412629,100.0,0.3
R6_5,15.0,j_95,1,Terminated,412627,412640,100.0,0.49
R8_7,1.0,j_95,1,Terminated,412627,412629,100.0,0.39
R2_1,1.0,j_97,1,Terminated,285823,285824,100.0,0.39
M3_2,1.0,j_97,1,Terminated,285823,285830,100.0,0.3
M1,1.0,j_97,1,Terminated,285823,285824,100.0,0.3
R4_3,1.0,j_97,1,Terminated,285823,285830,100.0,0.39
M1,1.0,j_98,1,Terminated,347368,347372,100.0,0.3
R2_1,1.0,j_98,1,Terminated,347372,347375,100.0,0.39
M1,2.0,j_102,1,Terminated,118960,119057,50.0,0.39
M11,251.0,j_102,1,Terminated,118960,119151,50.0,0.69
J6_5_13,5.0,j_102,1,Terminated,118960,119274,50.0,0.39
J13_10_11_12,281.0,j_102,1,Terminated,118960,119242,50.0,0.39
R8_7,1.0,j_102,1,Terminated,118960,119294,50.0,0.2
R3_2,1.0,j_102,1,Terminated,118960,119265,50.0,0.2
M5,13.0,j_102,1,Terminated,118960,119024,50.0,0.39
R4_3,1.0,j_102,1,Terminated,118960,119584,50.0,0.2
R10_9,1.0,j_102,1,Terminated,118960,118974,50.0,0.2
R14_13,1.0,j_102,1,Terminated,118960,119249,50.0,0.2
R7_6,1.0,j_102,1,Terminated,118960,119283,50.0,0.2
M12,9.0,j_102,1,Terminated,118960,119019,50.0,0.39
J2_1_13,1.0,j_102,1,Terminated,118960,119251,50.0,0.2
R15_14,1.0,j_102,1,Terminated,118960,119259,50.0,0.2
J16_4_8_15,1.0,j_102,1,Terminated,118960,119593,50.0,0.2
M9,1.0,j_102,1,Terminated,118960,118967,50.0,0.2
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_106,6,Terminated,510707,510714,10.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_106,6,Terminated,510707,510752,5.0,0.03
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,28.0,j_106,6,Terminated,510707,510749,30.0,0.05
M1,1.0,j_110,1,Terminated,629449,629464,100.0,0.25
M1,1.0,j_113,1,Terminated,443416,443417,100.0,0.2
M1,2.0,j_119,1,Terminated,352583,352584,50.0,0.2
R2_1,1.0,j_119,1,Terminated,352583,352584,50.0,0.2
M1,1.0,j_121,1,Terminated,444986,444987,100.0,0.2
M1,1.0,j_126,1,Terminated,416944,416944,100.0,0.2
M11,1570.0,j_127,1,Terminated,160404,160433,100.0,0.49
J9_7_8,1.0,j_127,1,Terminated,160422,160428,100.0,0.59
R5_4,1.0,j_127,1,Terminated,160408,160411,100.0,0.49
M7_6,3.0,j_127,1,Terminated,160416,160422,100.0,0.3
J14_3_13,13.0,j_127,1,Terminated,160774,160799,100.0,0.59
J16_1_7_15,1.0,j_127,1,Terminated,160824,160869,100.0,0.49
M4,1.0,j_127,1,Terminated,160404,160407,100.0,0.3
R13_10_12,30.0,j_127,1,Terminated,160741,160774,100.0,0.49
R15_14,1.0,j_127,1,Terminated,160799,160823,100.0,0.49
R12_11,112.0,j_127,1,Terminated,160434,160464,100.0,0.49
R1_4,1.0,j_127,1,Terminated,160408,160412,100.0,0.49
M8,1.0,j_127,1,Terminated,160404,160417,100.0,0.49
M2,9.0,j_127,1,Terminated,160404,160412,100.0,0.3
R6_5,1.0,j_127,1,Terminated,160411,160416,100.0,0.39
R10_9,1.0,j_127,1,Terminated,160428,160740,100.0,0.49
R3_2,1.0,j_127,1,Terminated,160413,160439,100.0,0.49
M1,1.0,j_129,1,Terminated,455911,455918,100.0,0.3
M3_2,2223.0,j_129,1,Terminated,455926,455963,100.0,0.2
R2_1,1.0,j_129,1,Terminated,455918,455925,100.0,0.39
R2_1,1.0,j_130,1,Terminated,685036,685109,100.0,0.49
R4_3,1.0,j_130,1,Terminated,685036,685109,100.0,0.39
M1,2.0,j_130,1,Terminated,685036,685101,100.0,0.3
R3_2,1.0,j_130,1,Terminated,685036,685109,100.0,0.49
R3_2,1.0,j_131,1,Terminated,292097,292104,100.0,0.39
R2_1,1.0,j_131,1,Terminated,292097,292103,100.0,0.49
M1,1.0,j_131,1,Terminated,292097,292103,100.0,0.3
M1,77.0,j_137,1,Terminated,253346,253348,100.0,0.3
R2_1,1.0,j_137,1,Terminated,253346,253348,100.0,0.39
R9_8,11.0,j_139,1,Terminated,184260,184281,100.0,0.49
M5,2.0,j_139,1,Terminated,184260,184265,100.0,0.3
J11_9_10,13.0,j_139,1,Terminated,184260,184281,100.0,0.59
R7_6,1.0,j_139,1,Terminated,184260,184261,100.0,0.39
R2_1,1.0,j_139,1,Terminated,184260,184261,100.0,0.39
J8_2_3_4_5_7,11.0,j_139,1,Terminated,184260,184279,100.0,0.59
R12_11,13.0,j_139,1,Terminated,184260,184283,100.0,0.39
M6,1.0,j_139,1,Terminated,184260,184260,100.0,0.3
M4,3.0,j_139,1,Terminated,184260,184262,100.0,0.3
M3,3.0,j_139,1,Terminated,184260,184264,100.0,0.3
M10,1.0,j_139,1,Terminated,184260,184261,100.0,0.3
M1,1.0,j_139,1,Terminated,184260,184260,100.0,0.3
R3_2,1.0,j_142,1,Terminated,413895,413897,100.0,0.39
R2_1,1.0,j_142,1,Terminated,413895,413897,100.0,0.49
M1,2.0,j_142,1,Terminated,413895,413896,100.0,0.3
M1,19.0,j_144,1,Terminated,158363,158373,50.0,0.2
R2_1,1.0,j_144,1,Terminated,158363,158687,50.0,0.2
R3_2,1.0,j_144,1,Terminated,158363,158691,50.0,0.2
M3,323.0,j_145,1,Terminated,260031,260301,50.0,0.59
R2_1,39.0,j_145,1,Terminated,260031,260225,50.0,0.39
M1,12.0,j_145,1,Terminated,260031,260181,50.0,0.39
J4_2_3,507.0,j_145,1,Terminated,260031,260576,50.0,0.39
J5_1_4,3.0,j_146,1,Terminated,104607,104611,100.0,0.59
M2,1.0,j_146,1,Terminated,104607,104607,100.0,0.3
M1,2.0,j_146,1,Terminated,104607,104611,100.0,0.3
M4_3,1.0,j_146,1,Terminated,104607,104609,100.0,0.3
R3_2,1.0,j_146,1,Terminated,104607,104607,100.0,0.39
R6_5,3.0,j_146,1,Terminated,104607,104611,100.0,0.49
R8_7,1.0,j_146,1,Terminated,104607,104611,100.0,0.39
R7_6,1.0,j_146,1,Terminated,104607,104611,100.0,0.49
M1,1.0,j_147,1,Terminated,618326,618332,100.0,0.2
task_NTcxOTU5NDE4Mzk0MzEzMjMxNw==,1.0,j_148,11,Terminated,206599,206609,100.0,0.1
R2_1,22.0,j_156,1,Terminated,602009,602016,100.0,0.39
M1,1782.0,j_156,1,Terminated,602000,602008,100.0,0.3
R2_1,1.0,j_158,1,Terminated,599793,599795,100.0,0.39
J4_2_3,3.0,j_158,1,Terminated,599793,599798,100.0,0.49
M1,1.0,j_158,1,Terminated,599793,599795,100.0,0.3
M3,1.0,j_158,1,Terminated,599793,599796,100.0,0.49
M12,1.0,j_160,1,Terminated,277966,277981,100.0,0.3
M2,492.0,j_160,1,Terminated,277966,277990,100.0,0.3
M9_4_6_8,525.0,j_160,1,Terminated,277983,278016,100.0,0.3
R4_3,1.0,j_160,1,Terminated,277978,277981,100.0,0.39
M15,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
J10_1_2_9,1111.0,j_160,1,Terminated,278017,278112,100.0,0.79
J13_11_12,1.0,j_160,1,Terminated,278136,278254,100.0,0.59
M7,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M5,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M3,1.0,j_160,1,Terminated,277966,277978,100.0,0.3
M1,12230.0,j_160,1,Terminated,277968,278001,100.0,0.3
R16_15,1.0,j_160,1,Terminated,277978,277986,100.0,0.39
R8_7,1.0,j_160,1,Terminated,277978,277981,100.0,0.39
R18_17,1.0,j_160,1,Terminated,278265,278271,100.0,0.39
R6_5,1.0,j_160,1,Terminated,277978,277983,100.0,0.39
M17_14_16,3.0,j_160,1,Terminated,278260,278265,100.0,0.3
R11_10,25.0,j_160,1,Terminated,278113,278136,100.0,0.49
R14_13,1.0,j_160,1,Terminated,278254,278259,100.0,0.39
M1,1.0,j_162,1,Terminated,270555,270568,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_164,10,Terminated,249400,249405,100.0,0.1
R2_1,1.0,j_171,1,Terminated,291585,291587,100.0,0.39
M1,1.0,j_171,1,Terminated,291585,291587,100.0,0.3
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_172,6,Terminated,179181,179185,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,41.0,j_172,6,Terminated,179181,179324,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_172,6,Terminated,179181,179368,5.0,0.03
M7,2.0,j_175,1,Terminated,511923,511925,100.0,0.3
R10_9,219.0,j_175,1,Terminated,511923,511934,100.0,0.39
R2_1,1.0,j_175,1,Terminated,511923,511925,100.0,0.39
M5,2.0,j_175,1,Terminated,511923,511927,100.0,0.3
M9_2_4_6_8,219.0,j_175,1,Terminated,511923,511933,100.0,0.3
M3,1.0,j_175,1,Terminated,511923,511924,100.0,0.3
R8_7,1.0,j_175,1,Terminated,511923,511926,100.0,0.39
R6_5,1.0,j_175,1,Terminated,511923,511928,100.0,0.39
M1,1.0,j_175,1,Terminated,511923,511924,100.0,0.3
R4_3,1.0,j_175,1,Terminated,511923,511925,100.0,0.39
M1,14.0,j_178,1,Terminated,146865,146880,100.0,0.3
R2_1,1.0,j_178,1,Terminated,146865,146880,100.0,0.39
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_191,6,Terminated,433370,433424,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_191,6,Terminated,433370,433374,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,91.0,j_191,6,Terminated,433370,433421,30.0,0.05
M1,1.0,j_195,1,Terminated,479723,479726,50.0,0.3
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_200,6,Terminated,546684,547477,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_200,6,Terminated,546685,547394,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,15.0,j_200,6,Terminated,546685,547465,30.0,0.05
M1,1.0,j_203,1,Terminated,245374,245384,100.0,0.2
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_204,6,Terminated,575612,575992,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_204,6,Terminated,575612,575986,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_204,6,Terminated,575612,575989,30.0,0.05
J3_1_2,1.0,j_206,1,Terminated,100258,100260,50.0,0.2
M1,1.0,j_206,1,Terminated,100258,100259,50.0,0.2
R4_3,1.0,j_206,1,Terminated,100258,100260,50.0,0.2
M2,1.0,j_206,1,Terminated,100258,100259,50.0,0.2
J3_1_2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2
M1,1.0,j_207,1,Terminated,509233,509233,50.0,0.2
M2,1.0,j_207,1,Terminated,509233,509234,50.0,0.2
M3_2,17.0,j_209,1,Terminated,87978,87979,100.0,0.2
R2_1,1.0,j_209,1,Terminated,87978,87978,100.0,0.39
M1,1.0,j_209,1,Terminated,87978,87978,100.0,0.3
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_214,10,Terminated,407036,407177,75.0,0.1
M6_5,37.0,j_219,1,Terminated,652251,652255,100.0,0.3
R7_6,37.0,j_219,1,Terminated,652251,652255,100.0,0.49
R8_7,37.0,j_219,1,Terminated,652251,652255,100.0,0.39
R5_4,1.0,j_219,1,Terminated,652251,652253,100.0,0.39
M3,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
M2,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
R4_1_2_3,3.0,j_219,1,Terminated,652251,652252,100.0,0.49
M1,1.0,j_219,1,Terminated,652251,652252,100.0,0.3
J3_1_2,3.0,j_223,1,Terminated,550822,550840,100.0,0.59
M1,1.0,j_223,1,Terminated,550822,550840,100.0,0.3
R4_3,3.0,j_223,1,Terminated,550822,550840,100.0,0.49
M2,1.0,j_223,1,Terminated,550822,550839,100.0,0.3
R5_4,1.0,j_223,1,Terminated,550822,550840,100.0,0.39
M1,1.0,j_226,1,Terminated,300418,300422,50.0,0.39
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_228,6,Terminated,388019,388069,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_228,6,Terminated,388019,388023,10.0,0.05
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,11.0,j_228,6,Terminated,388019,388066,30.0,0.05
M1,1.0,j_229,1,Terminated,561203,561204,100.0,0.3
R3_2,1.0,j_229,1,Terminated,561203,561205,100.0,0.39
R2_1,1.0,j_229,1,Terminated,561203,561204,100.0,0.49
M5,1.0,j_230,1,Terminated,668551,668552,100.0,0.3
J4_2_3,3.0,j_230,1,Terminated,668551,668554,100.0,0.59
M3,1.0,j_230,1,Terminated,668551,668553,100.0,0.3
R9_1_8,7.0,j_230,1,Terminated,668551,668557,100.0,0.39
M2,1.0,j_230,1,Terminated,668551,668554,100.0,0.3
M6,1.0,j_230,1,Terminated,668551,668555,100.0,0.3
M1,1.0,j_230,1,Terminated,668551,668553,100.0,0.3
R7_6,1.0,j_230,1,Terminated,668551,668556,100.0,0.49
J8_4_5_7,5.0,j_230,1,Terminated,668551,668557,100.0,0.59
MergeTask,1.0,j_231,1,Terminated,543591,543643,100.0,0.1
M1,401.0,j_234,1,Terminated,346519,346604,50.0,0.39
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,1.0,j_236,6,Terminated,562456,562833,30.0,0.05
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,1.0,j_236,6,Terminated,562456,563200,5.0,0.03
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,1.0,j_236,6,Terminated,562456,562830,10.0,0.05
M1,1.0,j_238,1,Terminated,398522,398527,50.0,0.39
M1,1.0,j_239,1,Terminated,458548,458549,100.0,0.3
R4_3,3.0,j_239,1,Terminated,458548,458557,100.0,0.39
M3_2,3.0,j_239,1,Terminated,458548,458557,100.0,0.3
R2_1,1.0,j_239,1,Terminated,458548,458549,100.0,0.39
M1,1.0,j_241,1,Terminated,169835,169840,50.0,0.2
J4_2_3,3.0,j_243,1,Terminated,457873,458051,50.0,0.39
M6,1.0,j_243,1,Terminated,457873,457899,50.0,0.3
M1,17.0,j_243,1,Terminated,457873,458136,50.0,0.39
M2,2.0,j_243,1,Terminated,457873,458010,50.0,0.49
J7_5_6,1.0,j_243,1,Terminated,457873,458184,50.0,0.2
J5_1_4,3.0,j_243,1,Terminated,457873,458173,50.0,0.39
M3,947.0,j_243,1,Terminated,457874,457936,50.0,0.59
J7_4_6,1.0,j_245,1,Terminated,278018,278455,50.0,0.2
J9_2_8,1.0,j_245,1,Terminated,278018,278464,50.0,0.2
R10_9,1.0,j_245,1,Terminated,278018,278467,50.0,0.2
M3,367.0,j_245,1,Terminated,278019,278046,50.0,0.2
R6_5,1.0,j_245,1,Terminated,278018,278451,50.0,0.2
J2_1_6,1.0,j_245,1,Terminated,278018,278456,50.0,0.2
M5,563.0,j_245,1,Terminated,278019,278446,50.0,0.3
R11_10,1.0,j_245,1,Terminated,278018,278472,50.0,0.2
R4_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2
R1_3,1.0,j_245,1,Terminated,278018,278052,50.0,0.2
R8_7,1.0,j_245,1,Terminated,278018,278459,50.0,0.2
M1,1.0,j_255,1,Terminated,578938,578939,100.0,0.3
R2_1,1.0,j_255,1,Terminated,578938,578939,100.0,0.39
R6_1,1.0,j_257,1,Terminated,578303,578342,100.0,0.39
M1,1.0,j_257,1,Terminated,578303,578344,100.0,0.3
R4_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39
R3_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39
R5_1,1.0,j_257,1,Terminated,578303,578344,100.0,0.39
R2_1,1.0,j_257,1,Terminated,578303,578343,100.0,0.39
task_ODg3NTU4NTE3NDcxODA4NjA5Ng==,793.0,j_258,3,Terminated,283324,283686,100.0,0.4
J3_1_2,5.0,j_259,1,Terminated,192130,192156,100.0,0.59
R4_3,5.0,j_259,1,Terminated,192130,192157,100.0,0.39
M1,3.0,j_259,1,Terminated,192130,192144,100.0,0.3
M2,1.0,j_259,1,Terminated,192130,192132,100.0,0.3
M14,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
R2_1,1.0,j_262,1,Terminated,388144,388148,100.0,0.39
J15_10_13_14,1.0,j_262,1,Terminated,388177,388182,100.0,0.59
M5,1.0,j_262,1,Terminated,388140,388145,100.0,0.3
M11,1.0,j_262,1,Terminated,388140,388145,100.0,0.3
M6,1.0,j_262,1,Terminated,388140,388149,100.0,0.3
R10_9,1.0,j_262,1,Terminated,388172,388177,100.0,0.49
R12_11,1.0,j_262,1,Terminated,388145,388150,100.0,0.49
R13_12,1.0,j_262,1,Terminated,388150,388154,100.0,0.49
R4_3,1.0,j_262,1,Terminated,388145,388149,100.0,0.39
J8_2_4_5_7,7.0,j_262,1,Terminated,388159,388166,100.0,0.59
R16_15,1.0,j_262,1,Terminated,388182,388188,100.0,0.49
J7_6_11,1.0,j_262,1,Terminated,388149,388158,100.0,0.59
R9_8,1.0,j_262,1,Terminated,388166,388172,100.0,0.49
M3,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
R17_16,1.0,j_262,1,Terminated,388188,388192,100.0,0.39
M1,1.0,j_262,1,Terminated,388140,388144,100.0,0.3
M1,1.0,j_265,1,Terminated,292288,292288,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_266,10,Terminated,492447,492702,75.0,0.1
M1,1.0,j_270,1,Terminated,419568,419569,100.0,0.2
M1,13.0,j_275,1,Terminated,566109,566112,50.0,0.2
R2_1,1.0,j_275,1,Terminated,566109,566116,50.0,0.2
M1,1.0,j_277,1,Terminated,498668,498669,100.0,0.3
R2_1,1.0,j_277,1,Terminated,498668,498669,100.0,0.39
M1,1.0,j_279,1,Terminated,605626,605627,100.0,0.2
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,1.0,j_289,10,Terminated,251384,251388,100.0,0.1
